Company Name,Ticker,Sector,Market Cap,Exchange
SUMITOMO-MITSUI,SMFG,Finance,64198.12,NYSE
SCOTTS MIRCL-GR,SMG,Basic Materials,4027.65,NYSE
SEMICON MFG-ADR,SMI,Computer and Technology,3618.61,NYSE
SUMMIT MIDSTRM,SMLP,Oils-Energy,1016.14,NYSE
STANDARD MOTOR,SMP,Auto-Tires-Trucks,827.68,NYSE
SANCHEZ ENERGY,SN,Oils-Energy,373.2,NYSE
SNAP-ON INC,SNA,Consumer Discretionary,9660.63,NYSE
SONY CORP ADR,SNE,Consumer Discretionary,31392.66,NYSE
SENIOR HOUSING,SNH,Finance,3990.68,NYSE
SCRIPPS NETWRKS,SNI,Consumer Discretionary,7546.96,NYSE
SMITH & NEPHEW,SNN,Medical,16408.65,NYSE
INTRAWEST RESRT,SNOW,Consumer Discretionary,427.13,NYSE
CHINA PETRO&CHM,SNP,Oils-Energy,90064.87,NYSE
NEW SENIOR INV,SNR,Finance,1041.82,NYSE
SYNOVUS FINL CP,SNV,Finance,4200.51,NYSE
SYNNEX CORP,SNX,Computer and Technology,3076.63,NYSE
SANOFI-AVENTIS,SNY,Medical,141275.95,NYSE
SOUTHERN CO,SO,Utilities,41353.12,NYSE
SONOCO PRODUCTS,SON,Industrial Products,4185.33,NYSE
SOURCE CAPITAL,SOR,Finance,625.15,NYSE
SPECTRUM BRANDS,SPB,Consumer Discretionary,5912.57,NYSE
STANDARD PAC,SPF,Construction,2345.89,NYSE
SIMON PROPERTY,SPG,Finance,59667.16,NYSE
SUBURB PROPANE,SPH,Oils-Energy,2238.51,NYSE
STEEL PTNRS HLD,SPLP,Conglomerates,463.17,NYSE
SUPERIOR ENERGY,SPN,Oils-Energy,2497.86,NYSE
SPIRIT AEROSYS,SPR,Aerospace,7764,NYSE
SPX CORP,SPW,Auto-Tires-Trucks,2653.98,NYSE
SOC QUIMICA MIN,SQM,Basic Materials,3605.8,NYSE
SPIRIT REALTY,SRC,Finance,4560.14,NYSE
SEMPRA ENERGY,SRE,Utilities,25213.55,NYSE
SERITAGE GROWTH,SRG,Finance,2005.11,NYSE
STONERIDGE INC,SRI,Computer and Technology,338.58,NYSE
SPRAGUE RESRCS,SRLP,Oils-Energy,262.45,NYSE
SIMPSON MFG INC,SSD,Construction,1748.82,NYSE
STAGE STORES,SSI,Retail-Wholesale,532.59,NYSE
SASOL LTD -ADR,SSL,Oils-Energy,21105.83,NYSE
SILVER SPRING,SSNI,Computer and Technology,661.52,NYSE
EW SCRIPPS CO,SSP,Consumer Discretionary,1704.77,NYSE
SOVRAN SLF STOR,SSS,Finance,3433.61,NYSE
SHUTTERSTOCK,SSTK,Computer and Technology,1206.79,NYSE
SEASPAN CORP,SSW,Transportation,1753.57,NYSE
SENSATA TECHNOL,ST,Computer and Technology,8553.28,NYSE
STAG INDUSTRIAL,STAG,Finance,1300.97,NYSE
ISTAR FINL INC,STAR,Finance,1056.76,NYSE
EXTENDED STAY,STAY,Consumer Discretionary,3787.22,NYSE
STEWART INFO SV,STC,Finance,918.63,NYSE
STERIS CORP,STE,Medical,4026.1,NYSE
SUNTRUST BKS,STI,Finance,22726.63,NYSE
ST JUDE MEDICAL,STJ,Medical,20009.12,NYSE
STERLING BANCP,STL,Finance,1335.95,NYSE
STMICROELECTRON,STM,Computer and Technology,6781.75,NYSE
STANTEC INC,STN,Business Services,2408.76,NYSE
SCORPIO TANKERS,STNG,Transportation,1926.35,NYSE
STATOIL ASA-ADR,STO,Oils-Energy,52931.54,NYSE
STONEMOR PTNRS,STON,Consumer Staples,821.45,NYSE
STORE CAPITAL,STOR,Finance,2703.19,NYSE
QUESTAR,STR,Utilities,3735.59,NYSE
STATE ST CORP,STT,Finance,32321,NYSE
STARWOOD PROPRT,STWD,Finance,5217.77,NYSE
CONSTELLATN BRD,STZ,Consumer Staples,24131.59,NYSE
CONSTELTN BRD-B,STZ.B,Consumer Staples,24037.82,NYSE
SUNCOR ENERGY,SU,Oils-Energy,41134.41,NYSE
SUN CMNTYS INC,SUI,Finance,3643.26,NYSE
SUMMIT MATERLS,SUM,Construction,684.3,NYSE
SUNOCO LP,SUN,Oils-Energy,1090.57,NYSE
SUNEDISON INC,SUNE,Computer and Technology,4707.01,NYSE
SUPERIOR INDS,SUP,Auto-Tires-Trucks,522.05,NYSE
SUPERVALU INC,SVU,Consumer Staples,2360.32,NYSE
STARWOOD WAYPNT,SWAY,Finance,949.74,NYSE
STILLWATER MNG,SWC,Basic Materials,1016.81,NYSE
SWIFT TRANSPORT,SWFT,Transportation,3244.73,NYSE
SOLARWINDS INC,SWI,Computer and Technology,3169.07,NYSE
STANLEY B&D INC,SWK,Industrial Products,16042.59,NYSE
SCHWEITZER-MAUD,SWM,Consumer Staples,1126.32,NYSE
SOUTHWESTRN ENE,SWN,Oils-Energy,6497.85,NYSE
SOUTHWEST GAS,SWX,Utilities,2533.27,NYSE
SWISS HELVETIA,SWZ,Finance,328.55,NYSE
SUNCOKE ENERGY,SXC,Oils-Energy,764.3,NYSE
SUNCOKE ENERGY,SXCP,Oils-Energy,381.66,NYSE
STANDEX INTL CO,SXI,Industrial Products,905.12,NYSE
SUNOCO LOGISTIC,SXL,Oils-Energy,8184.61,NYSE
SENSIENT TECH,SXT,Basic Materials,3161.09,NYSE
SYMETRA FINL CP,SYA,Finance,3108.91,NYSE
SYNCHRONY FIN,SYF,Finance,28331.33,NYSE
STRYKER CORP,SYK,Medical,38009.77,NYSE
SYNGENTA AG-ADR,SYT,Basic Materials,37656.67,NYSE
SYSTEMAX INC,SYX,Retail-Wholesale,319.21,NYSE
SYSCO CORP,SYY,Consumer Staples,21927.63,NYSE
AT&T INC,T,Computer and Technology,210307.41,NYSE
TRAVELCENTERS,TA,Retail-Wholesale,504.24,NYSE
TRANSALTA CORP,TAC,Utilities,1605.03,NYSE
TAHOE RESOURCES,TAHO,Basic Materials,1789.81,NYSE
TAL INTL GRP,TAL,Transportation,648.45,NYSE
MOLSON COORS-B,TAP,Consumer Staples,13549.94,NYSE
TARO PHARMA IND,TARO,Medical,5788.9,NYSE
TRUEBLUE INC,TBI,Business Services,1028.81,NYSE
TRIANGLE CAP CP,TCAP,Finance,653.56,NYSE
TCF FINL CORP,TCB,Finance,2795.26,NYSE
TECK RESOURCES,TCK,Basic Materials,4041.28,NYSE
TAUBMAN CENTERS,TCO,Finance,4625.59,NYSE
TC PIPELINES,TCP,Oils-Energy,3203.18,NYSE
CONTAINER STORE,TCS,Consumer Discretionary,813.33,NYSE
TORONTO DOM BNK,TD,Finance,73818.34,NYSE
TERADATA CORP,TDC,Computer and Technology,4444.74,NYSE
TEMPLETON DR FD,TDF,Finance,800.77,NYSE
TRANSDIGM GROUP,TDG,Aerospace,12516.48,NYSE
TELADOC INC,TDOC,Medical,1142.13,NYSE
TELEPHONE &DATA,TDS,Utilities,3180.81,NYSE
TIDEWATER INC,TDW,Transportation,849.6,NYSE
TELEDYNE TECH,TDY,Aerospace,3655.99,NYSE
TECO ENERGY,TE,Utilities,5205.6,NYSE
TELEFONICA S.A.,TEF,Utilities,74229.84,NYSE
TALLGRASS ENRGY,TEGP,Oils-Energy,1348.23,NYSE
TE CONNECT-LTD,TEL,Computer and Technology,24911.59,NYSE
TENNECO INC,TEN,Auto-Tires-Trucks,3053.94,NYSE
TELECOM ARGENTI,TEO,Utilities,3324.22,NYSE
TALLGRASS ENRGY,TEP,Oils-Energy,2616.88,NYSE
TERADYNE INC,TER,Computer and Technology,4061.26,NYSE
TEVA PHARM ADR,TEVA,Medical,59796.61,NYSE
TEREX CORP,TEX,Industrial Products,2261.14,NYSE
TELEFLEX INC,TFX,Medical,5583.56,NYSE
TREDEGAR CORP,TG,Basic Materials,528.35,NYSE
TEXTAINER GROUP,TGH,Transportation,1109.24,NYSE
TRIUMPH GRP INC,TGI,Aerospace,2583.19,NYSE
TEGNA INC,TGNA,Consumer Discretionary,6029.83,NYSE
TEEKAY LNG PTNR,TGP,Transportation,2096.73,NYSE
TRANSPORTADORA,TGS,Oils-Energy,697.57,NYSE
TARGET CORP,TGT,Retail-Wholesale,50428.1,NYSE
TENET HEALTH,THC,Medical,5297.8,NYSE
HANOVER INSURAN,THG,Finance,3600.85,NYSE
THOR INDS INC,THO,Construction,2934.12,NYSE
THERMON GROUP,THR,Computer and Technology,738.94,NYSE
TREEHOUSE FOODS,THS,Consumer Staples,3411.14,NYSE
TELECOM ITA-ADR,TI,Utilities,25900.46,NYSE
TELECOM ITAL-A,TI.A,Computer and Technology,6562.44,NYSE
TIER REIT INC,TIER,Finance,888.08,NYSE
TIFFANY & CO,TIF,Retail-Wholesale,12059.58,NYSE
TIME INC,TIME,Consumer Staples,2340.78,NYSE
TEAM INC,TISI,Business Services,941.95,NYSE
TJX COS INC NEW,TJX,Retail-Wholesale,47375.21,NYSE
TEEKAY CORP,TK,Transportation,2431.94,NYSE
TURKCELL IL-ADR,TKC,Computer and Technology,9609.6,NYSE
TIMKEN CO,TKR,Industrial Products,2765.27,NYSE
TELEKOMUNIK-ADR,TLK,Utilities,21848.4,NYSE
TESORO LOGISTIC,TLLP,Oils-Energy,4395.83,NYSE
TALEN ENERGY CP,TLN,Utilities,1860.68,NYSE
TRANSMONTN PTNR,TLP,Oils-Energy,511.81,NYSE
TOYOTA MOTOR CP,TM,Auto-Tires-Trucks,204487.36,NYSE
TEAM HEALTH HLD,TMH,Medical,4598.29,NYSE
TAYLOR MORRISON,TMHC,Construction,2428.36,NYSE
TORCHMARK CORP,TMK,Finance,7814.91,NYSE
THERMO FISHER,TMO,Medical,54202.34,NYSE
TIMKENSTEEL CP,TMST,Basic Materials,829.91,NYSE
T-MOBILE US INC,TMUS,Computer and Technology,32888.36,NYSE
TENNANT CO,TNC,Industrial Products,1101.69,NYSE
TRINET GROUP,TNET,Business Services,1305.47,NYSE
TERRA NITROGEN,TNH,Basic Materials,2130.51,NYSE
TEEKAY TANKERS,TNK,Transportation,705.36,NYSE
TSAKOS EGY NAVG,TNP,Transportation,781.04,NYSE
TOLL BROTHERS,TOL,Construction,6624.99,NYSE
TEEKAY OFFSHORE,TOO,Transportation,1492.26,NYSE
TOTAL FINA SA,TOT,Oils-Energy,113966.3,NYSE
TOWER INTL INC,TOWR,Auto-Tires-Trucks,586.77,NYSE
TUTOR PERINI CP,TPC,Construction,833.51,NYSE
TRI POINTE HOME,TPH,Construction,2392.33,NYSE
TEXAS PAC LTD,TPL,Finance,1095.44,NYSE
THIRD PT REINSR,TPRE,Finance,1491.24,NYSE
TRIBUNE PUBLSHG,TPUB,Consumer Staples,350.57,NYSE
TEMPUR SEALY,TPX,Retail-Wholesale,4675.13,NYSE
TOOTSIE ROLL,TR,Consumer Staples,1986.53,NYSE
TEJON RANCH,TRC,Finance,510.12,NYSE
TRIBUNE MEDIA,TRCO,Consumer Discretionary,4279.73,NYSE
TRECORA RESRCS,TREC,Basic Materials,327.75,NYSE
TREX COMPANY,TREX,Construction,1285.29,NYSE
TARGA RESOURCES,TRGP,Oils-Energy,4141.89,NYSE
THOMSON REUTERS,TRI,Business Services,31729.31,NYSE
SPEEDWAY MOTORS,TRK,Consumer Discretionary,861.27,NYSE
TRINITY INDS IN,TRN,Transportation,4142.46,NYSE
TERRENO REALTY,TRNO,Finance,898.95,NYSE
TRONOX LTD,TROX,Basic Materials,681.48,NYSE
TRANSCDA CORP,TRP,Oils-Energy,26129.94,NYSE
TURQUOISE HILL,TRQ,Basic Materials,6580.22,NYSE
TRC COS,TRR,Industrial Products,282.11,NYSE
TRANSUNION,TRU,Business Services,4781.45,NYSE
TRAVELERS COS,TRV,Finance,32826.01,NYSE
TENARIS SA-ADR,TS,Industrial Products,15028.22,NYSE
TRINSEO SA,TSE,Basic Materials,1438.46,NYSE
TCW STRAT IN FD,TSI,Finance,250.36,NYSE
TRINA SOLAR LTD,TSL,Oils-Energy,750.65,NYSE
TPG SPECIALTY,TSLX,Finance,969.32,NYSE
TAIWAN SEMI-ADR,TSM,Computer and Technology,109061.59,NYSE
TYSON FOODS  A,TSN,Consumer Staples,15667.38,NYSE
TESORO CORP,TSO,Oils-Energy,12838.64,NYSE
TOTAL SYS SVC,TSS,Business Services,8653.45,NYSE
TIM PARTICP-ADR,TSU,Computer and Technology,6215.14,NYSE
TORO CO,TTC,Consumer Discretionary,3765.15,NYSE
TETRA TECH DEL,TTI,Oils-Energy,413.32,NYSE
TATA MOTORS-ADR,TTM,Auto-Tires-Trucks,19286.33,NYSE
TELUS CORP,TU,Utilities,20550.6,NYSE
TUMI HLDGS INC,TUMI,Consumer Discretionary,1332.95,NYSE
TUPPERWARE BRND,TUP,Consumer Staples,2848.58,NYSE
GRUPO TELEVISA,TV,Consumer Discretionary,19011.72,NYSE
TRAVELPORT WWD,TVPT,Retail-Wholesale,1713.36,NYSE
TIME WARNER CAB,TWC,Consumer Discretionary,53456.62,NYSE
TITAN INTL INC,TWI,Industrial Products,492.33,NYSE
TWO HARBORS INV,TWO,Finance,3577.78,NYSE
TWITTER INC,TWTR,Computer and Technology,17705.09,NYSE
TIME WARNER INC,TWX,Consumer Discretionary,66075.35,NYSE
TERNIUM SA-ADR,TX,Basic Materials,2963.01,NYSE
TEXTRON INC,TXT,Aerospace,11734.11,NYSE
TEXTURA CORP,TXTR,Computer and Technology,734.17,NYSE
TRI CONTL,TY,Finance,1283.52,NYSE
TYCO INTL PLC,TYC,Industrial Products,16009.18,NYSE
TORTOISE EGY IC,TYG,Finance,1548.55,NYSE
TYLER TECH INC,TYL,Computer and Technology,4708.79,NYSE
UNDER ARMOUR-A,UA,Consumer Discretionary,21119.78,NYSE
UNITED CONT HLD,UAL,Transportation,21434.22,NYSE
UNIVL AMERICAN,UAM,Finance,605.5,NYSE
CVR PARTNERS LP,UAN,Basic Materials,781.68,NYSE
URSTADT BIDDL-A,UBA,Finance,669.61,NYSE
URSTADT BIDDLE,UBP,Finance,620.78,NYSE
UBS GROUP AG,UBS,Finance,84348.46,NYSE
UDR INC,UDR,Finance,8900.15,NYSE
URBAN EDGE PROP,UE,Finance,2211.56,NYSE
UNIFI INC,UFI,Industrial Products,550.32,NYSE
DOMTAR CORP,UFS,Basic Materials,2553.77,NYSE
UGI CORP,UGI,Utilities,6061.58,NYSE
ULTRAPAR PA-ADR,UGP,Oils-Energy,10493.8,NYSE
UNIVL HLTH SVCS,UHS,Medical,14142.96,NYSE
UNIVL HLTH RLTY,UHT,Finance,647.14,NYSE
UIL HOLDINGS CP,UIL,Utilities,2642.32,NYSE
UNISYS,UIS,Computer and Technology,733.03,NYSE
UNILEVER PLC,UL,Consumer Staples,57584.83,NYSE
UTD MICROELECTR,UMC,Computer and Technology,4469.04,NYSE
UNILEVER N V,UN,Consumer Staples,78963.23,NYSE
UNIFIRST CORP,UNF,Industrial Products,2283.88,NYSE
UNITEDHEALTH GP,UNH,Medical,116163.04,NYSE
UNUM GROUP,UNM,Finance,8656.04,NYSE
UNION PAC CORP,UNP,Transportation,80261.51,NYSE
UNIT CORP,UNT,Oils-Energy,825.57,NYSE
UNIVAR INC,UNVR,Basic Materials,3232.1,NYSE
ULTRA PETRO CP,UPL,Oils-Energy,1020.63,NYSE
UTD PARCEL SRVC,UPS,Transportation,92053.37,NYSE
UTD RENTALS INC,URI,Construction,6085.56,NYSE
LIBERTY ALLSTAR,USA,Finance,1007.73,NYSE
USA COMPRESSION,USAC,Oils-Energy,558.96,NYSE
US BANCORP,USB,Finance,79709.37,NYSE
USG CORP,USG,Construction,4574.37,NYSE
US CELLULAR,USM,Computer and Technology,3181.57,NYSE
USANA HLTH SCI,USNA,Medical,2025.06,NYSE
US PHYSICAL THR,USPH,Medical,632.6,NYSE
UNITIL CORP,UTL,Utilities,499.33,NYSE
UTD TECHS CORP,UTX,Conglomerates,87536.88,NYSE
UNIVL INSUR HLD,UVE,Finance,1016.98,NYSE
UNIVL CORP -VA,UVV,Consumer Staples,1139.07,NYSE
VISA INC-A,V,Business Services,164457.44,NYSE
MARRIOT VAC WW,VAC,Consumer Discretionary,2537.84,NYSE
VALSPAR CORP,VAL,Construction,6587.59,NYSE
VALE SA,VALE,Basic Materials,27209.82,NYSE
VARIAN MEDICAL,VAR,Medical,8593.52,NYSE
VISTEON CORP,VC,Auto-Tires-Trucks,4520.86,NYSE
VINA CONCHA-ADR,VCO,Consumer Staples,1189.23,NYSE
VOCERA COMM INC,VCRA,Computer and Technology,292.52,NYSE
INV VK CA VALU,VCV,Finance,595.82,NYSE
VECTRUS INC,VEC,Business Services,267.57,NYSE
VEDANTA LTD,VEDL,Basic Materials,6010.92,NYSE
VEEVA SYSTEMS-A,VEEV,Computer and Technology,3376.57,NYSE
VEREIT INC,VER,Finance,7865.65,NYSE
VERMILION EGY,VET,Oils-Energy,3711.83,NYSE
V F CORP,VFC,Consumer Discretionary,32208.86,NYSE
VONAGE HOLDINGS,VG,Computer and Technology,1328.55,NYSE
INV VK TR INV,VGM,Finance,691.37,NYSE
VECTOR GRP LTD,VGR,Consumer Staples,2917.27,NYSE
VALHI INC,VHI,Basic Materials,1319.22,NYSE
VIPSHOP HOLDNGS,VIPS,Computer and Technology,10447.67,NYSE
TELEF BRASIL SA,VIV,Utilities,13378.15,NYSE
INV VK MUN TR,VKQ,Finance,674.35,NYSE
VALERO ENERGY,VLO,Oils-Energy,33273.98,NYSE
VALERO EGY PTNR,VLP,Oils-Energy,1413.18,NYSE
CONTROLADORA VL,VLRS,Transportation,1231.64,NYSE
VALLEY NATL BCP,VLY,Finance,2316.9,NYSE
VULCAN MATLS CO,VMC,Construction,12537.7,NYSE
VALMONT INDS,VMI,Industrial Products,2588.78,NYSE
INV VK MUN OPP,VMO,Finance,845.11,NYSE
VMWARE INC-A,VMW,Computer and Technology,35888.99,NYSE
VINCE HOLDNG CP,VNCE,Consumer Discretionary,341.27,NYSE
VORNADO RLTY TR,VNO,Finance,17931.72,NYSE
VANTIV INC-A,VNTV,Business Services,8299.28,NYSE
VOYA FINANCIAL,VOYA,Finance,10328.52,NYSE
INV VK PA VALU,VPV,Finance,290.73,NYSE
VALIDUS HOLDING,VR,Finance,3859.94,NYSE
VERITIV CORP,VRTV,Basic Materials,575.84,NYSE
VALEANT PHARMA,VRX,Medical,84939.69,NYSE
VISHAY INTERTEC,VSH,Computer and Technology,1553.91,NYSE
VITAMIN SHOPPE,VSI,Retail-Wholesale,1103.76,NYSE
VIVINT SOLAR,VSLR,Oils-Energy,1418.27,NYSE
VISTA OUTDOOR,VSTO,Consumer Discretionary,3030.15,NYSE
INV VK INVT NY,VTN,Finance,261.53,NYSE
VENTAS INC,VTR,Finance,22410.64,NYSE
VTTI EGY PTNRS,VTTI,Oils-Energy,407.73,NYSE
VECTREN CORP,VVC,Utilities,3471.24,NYSE
VIAD CORP,VVI,Business Services,568.99,NYSE
VERIZON COMM,VZ,Computer and Technology,188485.44,NYSE
WAYFAIR INC,W,Retail-Wholesale,3050.52,NYSE
WABTECH,WAB,Transportation,9441.18,NYSE
WALTER INV MGMT,WAC,Finance,695.02,NYSE
WAGEWORKS INC,WAGE,Business Services,1725.65,NYSE
WESCO AIRCRAFT,WAIR,Aerospace,1314.49,NYSE
WESTERN ALLIANC,WAL,Finance,3433.75,NYSE
WATERS CORP,WAT,Computer and Technology,10910.51,NYSE
500.COM LTD-A,WBAI,Consumer Discretionary,719.64,NYSE
WABCO HOLDINGS,WBC,Auto-Tires-Trucks,7157.58,NYSE
WESTPAC BK ADR,WBK,Finance,74946.66,NYSE
WEBSTER FINL CP,WBS,Finance,3522.34,NYSE
WESCO INTL INC,WCC,Computer and Technology,2477.01,NYSE
WELLCARE HEALTH,WCG,Medical,3769.11,NYSE
WCI COMMUNITIES,WCIC,Finance,627.99,NYSE
WASTE CONNCTION,WCN,Business Services,6127.41,NYSE
WALKER & DUNLOP,WD,Finance,703.01,NYSE
WORKDAY INC-A,WDAY,Computer and Technology,15759.41,NYSE
WADDELL&REED -A,WDR,Finance,3700.47,NYSE
WEC ENERGY GRP,WEC,Utilities,15797.38,NYSE
WESTERN GAS PTR,WES,Oils-Energy,6967.48,NYSE
WEX INC,WEX,Business Services,3810.7,NYSE
WOORI BANK,WF,Finance,5511.67,NYSE
WELLS FARGO-NEW,WFC,Finance,295694.66,NYSE
WEATHERFORD INT,WFT,Oils-Energy,7892.51,NYSE
WGL HLDGS INC,WGL,Utilities,2749.52,NYSE
WINNEBAGO,WGO,Construction,590.66,NYSE
WESTERN GAS EP,WGP,Oils-Energy,12035.89,NYSE
WESTWOOD HLDGS,WHG,Finance,512.19,NYSE
WHIRLPOOL CORP,WHR,Consumer Discretionary,13363.21,NYSE
WIPRO LTD-ADR,WIT,Computer and Technology,30838.35,NYSE
WORKIVA INC,WK,Computer and Technology,405.34,NYSE
WILLIAM LYON HM,WLH,Construction,668.54,NYSE
WESTLAKE CHEM,WLK,Basic Materials,8364.99,NYSE
WESTLAKE CHEMCL,WLKP,Basic Materials,298.26,NYSE
WHITING PETROLM,WLL,Oils-Energy,3658.24,NYSE
WASTE MGMT-NEW,WM,Business Services,22956.21,NYSE
WILLIAMS COS,WMB,Oils-Energy,36585.89,NYSE
WESTERN AST MTG,WMC,Finance,553.76,NYSE
WEIS MKTS INC,WMK,Retail-Wholesale,1142.09,NYSE
ADV DRAINAG SYS,WMS,Construction,1477.74,NYSE
WAL-MART STORES,WMT,Retail-Wholesale,229464.13,NYSE
WABASH NATIONAL,WNC,Auto-Tires-Trucks,904.21,NYSE
WESTERN REFING,WNR,Oils-Energy,4530.42,NYSE
WESTERN REF LOG,WNRL,Oils-Energy,547.35,NYSE
WNS HLDGS-ADR,WNS,Business Services,1543.46,NYSE
WORTHINGTON IND,WOR,Industrial Products,1775.2,NYSE
WP CAREY INC,WPC,Finance,6355.23,NYSE
WP GLIMCHER INC,WPG,Finance,2427.87,NYSE
WAUSAU PAPER CP,WPP,Basic Materials,431.6,NYSE
WORLD POINT TER,WPT,Oils-Energy,272.33,NYSE
WPX ENERGY INC,WPX,Oils-Energy,1850.22,NYSE
WILLIAMS PTR LP,WPZ,Oils-Energy,23691.92,NYSE
WESTAR ENERGY,WR,Utilities,5023.68,NYSE
BERKLEY (WR) CP,WRB,Finance,6928.81,NYSE
WASHINGTON REIT,WRE,Finance,1798.8,NYSE
WEINGARTEN RLTY,WRI,Finance,4313.04,NYSE
WESTROCK CO,WRK,Basic Materials,10498.57,NYSE
WILLIS GP HLDGS,WSH,Finance,8315.92,NYSE
WILLIAMS-SONOMA,WSM,Retail-Wholesale,7783.92,NYSE
WATSCO INC,WSO,Construction,4486.72,NYSE
WATSCO INC-CL B,WSO.B,Construction,4447.65,NYSE
WHITESTONE REIT,WSR,Finance,340.21,NYSE
WEST PHARM SVC,WST,Medical,4297.92,NYSE
WHITE MTN INS,WTM,Finance,4363.45,NYSE
AQUA AMER INC,WTR,Utilities,4557.78,NYSE
WATTS WATER TEC,WTS,Computer and Technology,1931.05,NYSE
WEIGHT WATCHERS,WTW,Consumer Discretionary,339.66,NYSE
WESTERN UNION,WU,Business Services,10433.21,NYSE
58.COM INC-ADR,WUBA,Computer and Technology,6587.69,NYSE
WHITEWAVE FOODS,WWAV,Consumer Staples,8670.04,NYSE
WORLD WRESTLING,WWE,Consumer Discretionary,1659.5,NYSE
WOLVERINE WORLD,WWW,Consumer Discretionary,2897.14,NYSE
WUXI PHARMATECH,WX,Medical,2968.32,NYSE
WEYERHAEUSER CO,WY,Construction,15970.86,NYSE
WYNDHAM WORLDWD,WYN,Consumer Discretionary,9283.52,NYSE
UTD STATES STL,X,Basic Materials,3002.49,NYSE
CIMAREX ENERGY,XEC,Oils-Energy,10388.94,NYSE
XCEL ENERGY INC,XEL,Utilities,17879.19,NYSE
XENIA HTLS&RSRT,XHR,Finance,2216.67,NYSE
XL GROUP PLC,XL,Finance,11844.23,NYSE
EXXON MOBIL CRP,XOM,Oils-Energy,320304.28,NYSE
INTREXON CORP,XON,Medical,6501.23,NYSE
XO GROUP INC,XOXO,Computer and Technology,415.3,NYSE
XPO LOGISTICS,XPO,Transportation,3879,NYSE
TAL EDUCATN-ADR,XRS,Consumer Discretionary,2702.69,NYSE
XEROX CORP,XRX,Business Services,11628.49,NYSE
XUEDA EDUC-ADR,XUE,Consumer Discretionary,314.74,NYSE
XYLEM INC,XYL,Industrial Products,6080.22,NYSE
ALLEGHANY CORP,Y,Finance,7905.76,NYSE
YADKIN FINL CP,YDKN,Finance,676.73,NYSE
YELP INC,YELP,Computer and Technology,1895.83,NYSE
YOUKU.COM- ADR,YOKU,Computer and Technology,3924.4,NYSE
YPF SA D CV ADR,YPF,Oils-Energy,9329.38,NYSE
YUM! BRANDS INC,YUM,Retail-Wholesale,37777.96,NYSE
YANZHOU COAL,YZC,Oils-Energy,2788.73,NYSE
ZAYO GROUP HLDG,ZAYO,Computer and Technology,6687.61,NYSE
ZIMMER BIOMET,ZBH,Medical,20661.97,NYSE
ZENDESK INC,ZEN,Computer and Technology,1902.68,NYSE
ZWEIG FUND,ZF,Finance,287.83,NYSE
CHINA SOUTH-ADR,ZNH,Transportation,10027.65,NYSE
ZOES KITCHEN,ZOES,Retail-Wholesale,818.03,NYSE
ZHAOPIN ADR,ZPIN,Business Services,729.14,NYSE
ZWEIG TOTAL RET,ZTR,Finance,408.42,NYSE
ZOETIS INC,ZTS,Medical,24153.26,NYSE
